# Time, Layer_QualityIndex,bl_height,Mean_Layer_Height,n_BL,cloud_stat,cloud_dat
14/02/2021 17:21:04,2,1730,1720,3,0,-999
14/02/2021 17:21:20,2,1730,1720,3,0,-999
14/02/2021 17:21:36,2,1730,1720,3,0,-999
14/02/2021 17:22:08,2,1720,1720,3,0,-999
14/02/2021 17:22:24,2,1720,1720,3,0,-999
14/02/2021 17:22:40,2,1720,1720,3,0,-999
14/02/2021 17:22:56,2,1360,1720,3,1,1440
14/02/2021 17:23:28,2,1360,1720,3,1,1440
14/02/2021 17:23:44,2,1360,1720,3,1,1430
14/02/2021 17:24:16,2,1350,1720,3,1,1500
14/02/2021 17:24:32,2,1350,1720,3,1,1500
14/02/2021 17:24:48,2,1730,1720,3,0,-999
14/02/2021 17:25:04,2,1730,1720,3,0,-999
14/02/2021 17:25:36,2,1760,1720,3,0,-999
14/02/2021 17:25:52,2,1760,1720,3,0,-999
14/02/2021 17:26:08,2,1580,1720,3,1,1420
14/02/2021 17:26:24,2,1580,1720,3,1,1420
14/02/2021 17:26:40,2,1580,1720,3,1,1380
14/02/2021 17:26:56,2,1580,1720,3,1,1380
14/02/2021 17:27:12,2,1570,1720,3,2,1380
14/02/2021 17:27:28,2,1570,1720,3,2,1380
14/02/2021 17:27:44,2,1520,1720,3,2,1670
14/02/2021 17:28:16,2,1520,1720,3,2,1670
14/02/2021 17:28:48,2,1520,1720,3,2,1570
14/02/2021 17:29:20,2,1520,1720,3,2,1600
14/02/2021 17:29:52,2,-999,1720,3,1,1920
14/02/2021 17:30:24,2,-999,1720,3,1,1920
14/02/2021 17:30:56,2,-999,1720,3,1,1990
14/02/2021 17:31:12,2,-999,1720,3,1,1990
14/02/2021 17:31:28,2,-999,1720,3,1,1950
14/02/2021 17:32:00,2,2120,1720,3,1,2010
14/02/2021 17:32:16,2,2120,1720,3,1,2010
14/02/2021 17:32:48,2,2130,1720,3,1,1980
14/02/2021 17:33:04,2,1370,1720,3,1,1980
14/02/2021 17:33:20,2,1370,1720,3,1,2010
14/02/2021 17:33:36,2,1370,1720,3,1,2010
14/02/2021 17:33:52,2,1370,1720,3,1,1940
14/02/2021 17:34:08,2,1380,1720,3,1,1940
14/02/2021 17:34:40,2,1390,1720,3,1,1960
14/02/2021 17:34:56,2,1400,1720,3,1,1950
14/02/2021 17:35:28,2,1400,1720,3,1,1950
14/02/2021 17:36:00,2,1410,1720,3,1,1990
14/02/2021 17:36:32,2,1410,1720,3,1,1990
14/02/2021 17:36:48,2,1410,1720,3,1,1990
14/02/2021 17:37:04,2,1410,1720,3,1,1990
14/02/2021 17:37:20,2,1410,1720,3,1,1920
14/02/2021 17:37:36,2,1410,1720,3,1,1920
14/02/2021 17:37:52,2,1410,1720,3,1,1920
14/02/2021 17:38:08,2,1410,1720,3,1,1900
14/02/2021 17:38:24,2,2090,1720,3,1,1900
14/02/2021 17:38:56,2,2090,1720,3,1,1800
14/02/2021 17:39:12,2,2090,1720,3,1,1860
14/02/2021 17:39:28,2,2090,1720,3,1,1860
14/02/2021 17:39:44,2,2080,1720,3,1,1920
14/02/2021 17:40:00,2,2070,1720,3,1,1920
14/02/2021 17:40:16,2,2070,1720,3,1,1920
14/02/2021 17:40:48,2,2070,1720,3,1,1990
14/02/2021 17:41:04,2,2070,1720,3,1,1970
14/02/2021 17:41:20,2,2070,1720,3,1,1970
14/02/2021 17:41:52,2,2070,1720,3,1,2020
14/02/2021 17:42:08,2,2070,1720,3,1,2020
14/02/2021 17:42:24,2,2100,1720,3,1,2020
14/02/2021 17:42:56,2,2100,1720,3,1,2020
14/02/2021 17:43:28,2,1520,1720,3,0,-999
14/02/2021 17:44:00,2,2200,1720,3,0,-999
14/02/2021 17:44:32,2,2130,1720,3,1,2080
14/02/2021 17:44:48,2,2130,1720,3,1,2080
14/02/2021 17:45:04,2,2200,1720,3,1,2080
14/02/2021 17:45:20,2,1490,1720,3,0,-999
14/02/2021 17:45:36,2,1490,1720,3,0,-999
14/02/2021 17:45:52,2,1880,1720,3,0,-999
14/02/2021 17:46:24,2,1880,1720,3,0,-999
14/02/2021 17:46:56,2,1890,1720,3,0,-999
14/02/2021 17:47:12,2,1880,1720,3,0,-999
14/02/2021 17:47:28,2,1870,1720,3,0,-999
14/02/2021 17:48:00,2,1860,1720,3,0,-999
14/02/2021 17:48:16,2,1840,1720,3,0,-999
14/02/2021 17:48:32,2,1830,1720,3,0,-999
14/02/2021 17:48:48,2,1820,1720,3,0,-999
14/02/2021 17:49:04,2,1820,1720,3,0,-999
14/02/2021 17:49:36,2,1800,1720,3,0,-999
14/02/2021 17:49:52,2,1760,1720,3,0,-999
14/02/2021 17:50:24,2,1710,1720,3,0,-999
14/02/2021 17:50:40,2,1680,1720,3,0,-999
14/02/2021 17:50:56,2,1650,1720,3,0,-999
14/02/2021 17:51:12,2,1620,1720,3,0,-999
14/02/2021 17:51:28,2,1600,1720,3,0,-999
14/02/2021 17:51:44,2,1570,1720,3,0,-999
14/02/2021 17:52:00,2,1540,1720,3,0,-999
14/02/2021 17:52:16,2,1510,1720,3,0,-999
14/02/2021 17:52:32,2,1510,1720,3,0,-999
14/02/2021 17:52:48,2,1490,1720,3,0,-999
14/02/2021 17:53:04,2,1490,1720,3,0,-999
14/02/2021 17:53:36,2,1480,1720,3,0,-999
14/02/2021 17:53:52,2,1480,1720,3,0,-999
14/02/2021 17:54:08,2,1480,1720,3,0,-999
14/02/2021 17:54:24,2,1480,1720,3,0,-999
14/02/2021 17:54:40,2,1480,1720,3,0,-999
14/02/2021 17:54:56,2,1490,1720,3,0,-999
14/02/2021 17:55:28,2,1490,1720,3,0,-999
14/02/2021 17:55:44,2,1500,1720,3,0,-999
14/02/2021 17:56:00,2,1500,1720,3,0,-999
14/02/2021 17:56:16,2,1510,1720,3,0,-999
14/02/2021 17:56:32,2,1530,1720,3,0,-999
14/02/2021 17:56:48,2,1550,1720,3,0,-999
14/02/2021 17:57:04,2,1570,1720,3,0,-999
14/02/2021 17:57:20,2,2050,1720,3,1,1840
14/02/2021 17:57:36,2,2050,1720,3,1,1840
14/02/2021 17:58:08,2,2060,1720,3,1,1920
14/02/2021 17:58:24,2,2060,1720,3,1,1940
14/02/2021 17:58:40,2,2060,1720,3,1,1940
14/02/2021 17:58:56,2,2060,1720,3,1,1940
14/02/2021 17:59:12,2,2060,1720,3,1,1940
14/02/2021 17:59:28,2,2070,1720,3,1,1940
14/02/2021 17:59:44,2,2060,1720,3,1,1850
14/02/2021 18:00:00,1,2050,1760,3,1,1850
14/02/2021 18:00:16,1,2040,1760,3,2,1600
14/02/2021 18:00:32,1,2040,1760,3,2,1600
14/02/2021 18:01:04,1,2040,1760,3,1,1560
14/02/2021 18:01:52,1,2040,1760,3,1,1630
14/02/2021 18:02:08,1,2080,1760,3,1,1730
14/02/2021 18:02:40,1,-999,1760,3,2,1280
14/02/2021 18:03:12,1,-999,1760,3,1,1280
14/02/2021 18:03:44,1,-999,1760,3,1,1740
14/02/2021 18:04:16,1,-999,1760,3,1,1740
14/02/2021 18:04:48,1,-999,1760,3,1,1700
14/02/2021 18:05:04,1,-999,1760,3,1,1560
14/02/2021 18:05:20,1,-999,1760,3,1,1560
14/02/2021 18:05:36,1,-999,1760,3,1,1620
14/02/2021 18:05:52,1,-999,1760,3,1,1620
14/02/2021 18:06:08,1,1770,1760,3,1,1660
14/02/2021 18:06:24,1,1790,1760,3,1,1660
14/02/2021 18:06:40,1,1790,1760,3,1,1660
14/02/2021 18:07:12,1,1770,1760,3,1,1650
14/02/2021 18:07:28,1,1770,1760,3,1,1550
14/02/2021 18:08:00,1,1770,1760,3,1,1550
14/02/2021 18:08:32,1,1770,1760,3,1,1580
14/02/2021 18:08:48,1,1770,1760,3,1,1580
14/02/2021 18:09:20,1,1790,1760,3,1,1690
14/02/2021 18:09:52,1,1790,1760,3,2,1470
14/02/2021 18:10:40,1,1850,1760,3,2,1450
14/02/2021 18:10:56,1,1850,1760,3,2,1460
14/02/2021 18:11:12,1,-999,1760,3,2,1460
14/02/2021 18:11:44,1,1850,1760,3,1,1760
14/02/2021 18:12:00,1,1850,1760,3,1,1760
14/02/2021 18:12:32,1,1850,1760,3,1,1780
14/02/2021 18:12:48,1,1870,1760,3,1,1760
14/02/2021 18:13:20,1,1910,1760,3,1,1850
14/02/2021 18:13:36,1,1910,1760,3,1,1850
14/02/2021 18:13:52,1,-999,1760,3,1,1850
14/02/2021 18:14:08,1,-999,1760,3,1,1870
14/02/2021 18:14:24,1,1990,1760,3,1,1870
14/02/2021 18:14:40,1,1990,1760,3,1,1930
14/02/2021 18:14:56,1,1990,1760,3,1,1930
14/02/2021 18:15:12,1,1400,1760,3,1,1930
14/02/2021 18:15:28,1,1390,1760,3,1,1930
14/02/2021 18:16:16,1,1390,1760,3,1,1980
14/02/2021 18:16:32,1,1390,1760,3,1,2000
14/02/2021 18:16:48,1,1390,1760,3,1,2000
14/02/2021 18:17:04,1,1390,1760,3,1,2020
14/02/2021 18:17:20,1,1390,1760,3,1,2020
14/02/2021 18:17:52,1,1390,1760,3,1,2030
14/02/2021 18:18:24,1,1390,1760,3,1,2020
14/02/2021 18:18:40,1,1390,1760,3,1,2020
14/02/2021 18:19:12,1,1390,1760,3,1,2030
14/02/2021 18:19:28,1,1390,1760,3,1,2020
14/02/2021 18:20:00,1,1390,1760,3,1,2050
14/02/2021 18:20:16,1,2150,1760,3,1,2050
14/02/2021 18:20:48,1,2150,1760,3,1,2070
14/02/2021 18:21:04,1,2150,1760,3,1,2070
14/02/2021 18:21:36,1,2150,1760,3,1,2060
14/02/2021 18:21:52,1,2150,1760,3,1,2070
14/02/2021 18:22:24,1,2150,1760,3,1,2070
14/02/2021 18:22:40,1,2140,1760,3,1,2070
14/02/2021 18:22:56,1,2140,1760,3,1,2060
14/02/2021 18:23:12,1,2140,1760,3,1,2060
14/02/2021 18:23:28,1,2140,1760,3,1,2060
14/02/2021 18:23:44,1,1690,1760,3,0,-999
14/02/2021 18:24:00,1,1690,1760,3,0,-999
14/02/2021 18:24:32,1,2140,1760,3,1,2060
14/02/2021 18:25:04,1,2140,1760,3,1,2060
14/02/2021 18:25:36,1,2130,1760,3,1,2050
14/02/2021 18:25:52,1,2130,1760,3,1,2050
14/02/2021 18:26:24,1,2130,1760,3,1,2030
14/02/2021 18:26:56,1,2130,1760,3,1,2020
14/02/2021 18:27:28,1,2130,1760,3,1,2040
14/02/2021 18:27:44,1,1210,1760,3,1,2040
14/02/2021 18:28:16,1,1210,1760,3,1,2040
14/02/2021 18:28:32,1,1400,1760,3,0,-999
14/02/2021 18:29:04,1,1630,1760,3,0,-999
14/02/2021 18:29:36,1,1610,1760,3,0,-999
14/02/2021 18:29:52,1,1610,1760,3,0,-999
14/02/2021 18:30:24,1,1610,1760,3,0,-999
14/02/2021 18:30:56,1,1600,1760,3,0,-999
14/02/2021 18:31:12,1,1610,1760,3,0,-999
14/02/2021 18:31:44,1,1600,1760,3,0,-999
14/02/2021 18:32:00,1,1610,1760,3,0,-999
14/02/2021 18:32:16,1,1620,1760,3,0,-999
14/02/2021 18:32:32,1,1630,1760,3,0,-999
14/02/2021 18:32:48,1,1630,1760,3,0,-999
14/02/2021 18:33:04,1,1630,1760,3,0,-999
14/02/2021 18:33:20,1,1630,1760,3,0,-999
14/02/2021 18:33:36,1,1630,1760,3,0,-999
14/02/2021 18:33:52,1,1630,1760,3,0,-999
14/02/2021 18:34:24,1,1630,1760,3,0,-999
14/02/2021 18:34:40,1,1630,1760,3,0,-999
14/02/2021 18:34:56,1,1640,1760,3,0,-999
14/02/2021 18:35:12,1,1650,1760,3,0,-999
14/02/2021 18:35:28,1,1650,1760,3,0,-999
14/02/2021 18:36:16,1,1690,1760,3,0,-999
14/02/2021 18:36:32,1,1730,1760,3,0,-999
14/02/2021 18:36:48,1,1250,1760,3,1,1260
14/02/2021 18:37:04,1,1250,1760,3,1,1260
14/02/2021 18:37:20,1,1260,1760,3,1,1260
14/02/2021 18:37:36,1,1260,1760,3,1,1260
14/02/2021 18:37:52,1,1270,1760,3,1,1260
14/02/2021 18:38:08,1,2200,1760,3,0,-999
14/02/2021 18:38:24,1,1930,1760,3,0,-999
14/02/2021 18:38:40,1,1910,1760,3,0,-999
14/02/2021 18:38:56,1,1890,1760,3,0,-999
14/02/2021 18:39:12,1,1800,1760,3,0,-999
14/02/2021 18:39:28,1,2200,1760,3,0,-999
14/02/2021 18:39:44,1,2200,1760,3,0,-999
14/02/2021 18:40:00,1,2190,1760,3,0,-999
14/02/2021 18:40:16,1,1840,1760,3,0,-999
14/02/2021 18:40:32,1,1850,1760,3,0,-999
14/02/2021 18:40:48,1,2190,1760,3,0,-999
14/02/2021 18:41:04,1,1870,1760,3,0,-999
14/02/2021 18:41:20,1,1920,1760,3,0,-999
14/02/2021 18:41:36,1,2200,1760,3,0,-999
14/02/2021 18:41:52,1,2210,1760,3,0,-999
14/02/2021 18:42:08,1,2210,1760,3,0,-999
14/02/2021 18:42:24,1,2210,1760,3,0,-999
14/02/2021 18:43:12,1,1290,1760,3,1,2050
14/02/2021 18:43:28,1,1300,1760,3,2,1260
14/02/2021 18:44:00,1,1310,1760,3,1,1990
14/02/2021 18:44:16,1,1310,1760,3,1,1990
14/02/2021 18:44:48,1,1310,1760,3,2,1250
14/02/2021 18:45:04,1,1310,1760,3,2,1250
14/02/2021 18:45:20,1,1320,1760,3,1,2010
14/02/2021 18:45:36,1,1320,1760,3,1,2010
14/02/2021 18:45:52,1,1360,1760,3,1,1980
14/02/2021 18:46:08,1,1360,1760,3,1,1980
14/02/2021 18:46:24,1,1360,1760,3,1,1930
14/02/2021 18:46:56,1,1360,1760,3,1,1890
14/02/2021 18:47:12,1,1360,1760,3,1,1890
14/02/2021 18:47:28,1,1360,1760,3,1,1890
14/02/2021 18:48:00,1,1350,1760,3,1,1890
14/02/2021 18:48:48,1,1360,1760,3,2,1380
14/02/2021 18:49:04,1,1360,1760,3,2,1380
14/02/2021 18:49:36,1,1360,1760,3,2,1380
14/02/2021 18:49:52,1,1370,1760,3,2,1380
14/02/2021 18:50:24,1,1440,1760,3,2,1380
14/02/2021 18:50:40,1,1380,1760,3,1,1860
14/02/2021 18:50:56,1,1380,1760,3,1,1860
14/02/2021 18:51:28,1,1440,1760,3,1,1870
14/02/2021 18:51:44,1,1380,1760,3,1,1890
14/02/2021 18:52:00,1,1380,1760,3,1,1890
14/02/2021 18:52:48,1,1380,1760,3,1,1950
14/02/2021 18:53:04,1,1380,1760,3,1,1980
14/02/2021 18:53:52,1,2130,1760,3,0,-999
14/02/2021 18:54:08,1,2080,1760,3,0,-999
14/02/2021 18:54:24,1,2000,1760,3,0,-999
14/02/2021 18:54:40,1,2010,1760,3,0,-999
14/02/2021 18:54:56,1,1940,1760,3,0,-999
14/02/2021 18:55:28,1,1940,1760,3,0,-999
14/02/2021 18:55:44,1,2120,1760,3,0,-999
14/02/2021 18:56:16,1,1380,1760,3,1,1360
14/02/2021 18:56:32,1,850,1760,3,0,-999
14/02/2021 18:56:48,1,850,1760,3,0,-999
14/02/2021 18:57:04,1,850,1760,3,0,-999
14/02/2021 18:57:36,1,2060,1760,3,0,-999
14/02/2021 18:57:52,1,1450,1760,3,1,1380
14/02/2021 18:58:08,1,1460,1760,3,1,1380
14/02/2021 18:58:24,1,1460,1760,3,1,1380
14/02/2021 18:58:40,1,1460,1760,3,1,1380
14/02/2021 18:59:12,1,1510,1760,3,1,1400
14/02/2021 18:59:28,1,1510,1760,3,1,1400
14/02/2021 18:59:44,1,1510,1760,3,1,1390
14/02/2021 19:00:00,1,1540,1630,3,1,1390
14/02/2021 19:00:48,1,1510,1630,3,1,1380
14/02/2021 19:01:04,1,1510,1630,3,1,1380
14/02/2021 19:01:36,1,1510,1630,3,1,1380
14/02/2021 19:02:08,1,1510,1630,3,1,1420
14/02/2021 19:02:56,1,1580,1630,3,1,1480
14/02/2021 19:03:12,1,1580,1630,3,2,1460
14/02/2021 19:03:44,1,1570,1630,3,2,1440
14/02/2021 19:04:00,1,1500,1630,3,2,1440
14/02/2021 19:04:32,1,1500,1630,3,1,1940
14/02/2021 19:04:48,1,1500,1630,3,1,1940
14/02/2021 19:05:04,1,1500,1630,3,2,1370
14/02/2021 19:05:20,1,1500,1630,3,2,1370
14/02/2021 19:05:52,1,1500,1630,3,1,1370
14/02/2021 19:06:08,1,1500,1630,3,1,1380
14/02/2021 19:06:24,1,1500,1630,3,1,1380
14/02/2021 19:06:40,1,1500,1630,3,1,1380
14/02/2021 19:06:56,1,1500,1630,3,1,1380
14/02/2021 19:07:12,1,1500,1630,3,1,1380
14/02/2021 19:07:28,1,1500,1630,3,1,1380
14/02/2021 19:07:44,1,1490,1630,3,1,1380
14/02/2021 19:08:00,1,1490,1630,3,1,1380
14/02/2021 19:08:16,1,1490,1630,3,1,1380
14/02/2021 19:08:32,1,1490,1630,3,1,1390
14/02/2021 19:09:04,1,1490,1630,3,1,1390
14/02/2021 19:09:36,1,1500,1630,3,2,1400
14/02/2021 19:10:08,1,1490,1630,3,2,1390
14/02/2021 19:10:40,1,1490,1630,3,1,1930
14/02/2021 19:11:12,1,1490,1630,3,2,1370
14/02/2021 19:11:28,1,1490,1630,3,2,1370
14/02/2021 19:12:00,1,1490,1630,3,1,1360
14/02/2021 19:12:32,1,1480,1630,3,1,1420
14/02/2021 19:12:48,1,1510,1630,3,2,1500
14/02/2021 19:13:04,1,1510,1630,3,2,1500
14/02/2021 19:13:20,1,1480,1630,3,1,1880
14/02/2021 19:13:52,1,1480,1630,3,1,1880
14/02/2021 19:14:08,1,1500,1630,3,2,1420
14/02/2021 19:14:24,1,1500,1630,3,2,1420
14/02/2021 19:14:40,1,1500,1630,3,2,1400
14/02/2021 19:15:12,1,1500,1630,3,1,1390
14/02/2021 19:15:28,1,1520,1630,3,1,1390
14/02/2021 19:15:44,1,1520,1630,3,1,1410
14/02/2021 19:16:00,1,1520,1630,3,1,1410
14/02/2021 19:16:32,1,1510,1630,3,2,1430
14/02/2021 19:17:04,1,1510,1630,3,2,1430
14/02/2021 19:17:36,1,1510,1630,3,2,1420
14/02/2021 19:18:08,1,1510,1630,3,1,1770
14/02/2021 19:18:24,1,1510,1630,3,1,1770
14/02/2021 19:18:40,1,1520,1630,3,1,1770
14/02/2021 19:19:12,1,1510,1630,3,1,1350
14/02/2021 19:19:28,1,1510,1630,3,1,1360
14/02/2021 19:20:00,1,1510,1630,3,2,1420
14/02/2021 19:20:16,1,1510,1630,3,2,1420
14/02/2021 19:20:32,1,1510,1630,3,2,1410
14/02/2021 19:20:48,1,1570,1630,3,2,1410
14/02/2021 19:21:20,1,-999,1630,3,1,1740
14/02/2021 19:21:52,1,-999,1630,3,2,1450
14/02/2021 19:22:08,1,-999,1630,3,2,1450
14/02/2021 19:22:56,1,-999,1630,3,2,1120
14/02/2021 19:23:12,1,-999,1630,3,2,1120
14/02/2021 19:23:28,1,-999,1630,3,2,1120
14/02/2021 19:23:44,1,-999,1630,3,1,1120
14/02/2021 19:24:16,1,-999,1630,3,2,1130
14/02/2021 19:24:32,1,1270,1630,3,2,1130
14/02/2021 19:24:48,1,1270,1630,3,2,1170
14/02/2021 19:25:04,1,1250,1630,3,2,1170
14/02/2021 19:25:20,1,1270,1630,3,2,1130
14/02/2021 19:25:36,1,1270,1630,3,2,1130
14/02/2021 19:25:52,1,1270,1630,3,2,1130
14/02/2021 19:26:40,1,1270,1630,3,1,1100
14/02/2021 19:26:56,1,1270,1630,3,1,1100
14/02/2021 19:27:28,1,1250,1630,3,1,1100
14/02/2021 19:27:44,1,1250,1630,3,1,1170
14/02/2021 19:28:00,1,1270,1630,3,1,1170
14/02/2021 19:28:32,1,1270,1630,3,1,1170
14/02/2021 19:29:04,1,1290,1630,3,1,1190
14/02/2021 19:29:36,1,1310,1630,3,3,1160
14/02/2021 19:30:08,1,1310,1630,3,1,1110
14/02/2021 19:30:24,1,1310,1630,3,1,1110
14/02/2021 19:30:40,1,1310,1630,3,1,1110
14/02/2021 19:30:56,1,1310,1630,3,2,1220
14/02/2021 19:31:12,1,1310,1630,3,2,1220
14/02/2021 19:31:28,1,1310,1630,3,1,1710
14/02/2021 19:32:00,1,1310,1630,3,1,1720
14/02/2021 19:32:16,1,1310,1630,3,1,1720
14/02/2021 19:32:48,1,1310,1630,3,1,1750
14/02/2021 19:33:04,1,1310,1630,3,1,1750
14/02/2021 19:33:20,1,1300,1630,3,2,1150
14/02/2021 19:33:36,1,1300,1630,3,2,1150
14/02/2021 19:33:52,1,1300,1630,3,2,1120
14/02/2021 19:34:40,1,1270,1630,3,1,1750
14/02/2021 19:34:56,1,1270,1630,3,1,1800
14/02/2021 19:35:44,1,1280,1630,3,1,1880
14/02/2021 19:36:00,1,1300,1630,3,1,1880
14/02/2021 19:36:16,1,1300,1630,3,1,1880
14/02/2021 19:36:32,1,1300,1630,3,1,1880
14/02/2021 19:36:48,1,1300,1630,3,1,1880
14/02/2021 19:37:04,1,1340,1630,3,1,1880
14/02/2021 19:37:52,1,1350,1630,3,2,1210
14/02/2021 19:38:08,1,1350,1630,3,3,1220
14/02/2021 19:38:24,1,1350,1630,3,3,1220
14/02/2021 19:38:40,1,1350,1630,3,2,1230
14/02/2021 19:38:56,1,1350,1630,3,2,1230
14/02/2021 19:39:28,1,1350,1630,3,1,1850
14/02/2021 19:40:00,1,1370,1630,3,1,1820
14/02/2021 19:40:16,1,1410,1630,3,1,1820
14/02/2021 19:40:48,1,1410,1630,3,2,1370
14/02/2021 19:41:04,1,1410,1630,3,2,1200
14/02/2021 19:41:20,1,1410,1630,3,2,1200
14/02/2021 19:41:52,1,1420,1630,3,1,1910
14/02/2021 19:42:40,1,1420,1630,3,1,1890
14/02/2021 19:42:56,1,1420,1630,3,1,1920
14/02/2021 19:43:12,1,1420,1630,3,1,1920
14/02/2021 19:43:28,1,1400,1630,3,0,-999
14/02/2021 19:43:44,1,1370,1630,3,0,-999
14/02/2021 19:44:16,1,1420,1630,3,1,1920
14/02/2021 19:44:48,1,1720,1630,3,0,-999
14/02/2021 19:45:04,1,1720,1630,3,0,-999
14/02/2021 19:45:20,1,2020,1630,3,0,-999
14/02/2021 19:45:36,1,2030,1630,3,0,-999
14/02/2021 19:45:52,1,1800,1630,3,0,-999
14/02/2021 19:46:08,1,1800,1630,3,0,-999
14/02/2021 19:46:24,1,1760,1630,3,0,-999
14/02/2021 19:46:56,1,1740,1630,3,0,-999
14/02/2021 19:47:28,1,1730,1630,3,0,-999
14/02/2021 19:47:44,1,1730,1630,3,0,-999
14/02/2021 19:48:16,1,1720,1630,3,0,-999
14/02/2021 19:48:32,1,1710,1630,3,0,-999
14/02/2021 19:48:48,1,1710,1630,3,0,-999
14/02/2021 19:49:04,1,1710,1630,3,0,-999
14/02/2021 19:49:36,1,1700,1630,3,0,-999
14/02/2021 19:49:52,1,1700,1630,3,0,-999
14/02/2021 19:50:08,1,1700,1630,3,0,-999
14/02/2021 19:50:24,1,1700,1630,3,0,-999
14/02/2021 19:50:40,1,1700,1630,3,0,-999
14/02/2021 19:50:56,1,1700,1630,3,0,-999
14/02/2021 19:51:12,1,1710,1630,3,0,-999
14/02/2021 19:51:28,1,1710,1630,3,0,-999
14/02/2021 19:52:00,1,1710,1630,3,0,-999
14/02/2021 19:52:16,1,1720,1630,3,0,-999
14/02/2021 19:52:48,1,1720,1630,3,0,-999
14/02/2021 19:53:04,1,1580,1630,3,1,1400
14/02/2021 19:53:20,1,1580,1630,3,1,1400
14/02/2021 19:53:36,1,1710,1630,3,0,-999
14/02/2021 19:53:52,1,1720,1630,3,0,-999
14/02/2021 19:54:08,1,1580,1630,3,1,1250
14/02/2021 19:54:24,1,1580,1630,3,1,1250
14/02/2021 19:54:40,1,1580,1630,3,1,1250
14/02/2021 19:55:12,1,1560,1630,3,0,-999
14/02/2021 19:55:28,1,1680,1630,3,0,-999
14/02/2021 19:55:44,1,1680,1630,3,0,-999
14/02/2021 19:56:00,1,1660,1630,3,0,-999
14/02/2021 19:56:16,1,1680,1630,3,0,-999
14/02/2021 19:56:32,1,1710,1630,3,0,-999
14/02/2021 19:57:04,1,1710,1630,3,0,-999
14/02/2021 19:57:20,1,1700,1630,3,0,-999
14/02/2021 19:57:36,1,1710,1630,3,0,-999
14/02/2021 19:57:52,1,1710,1630,3,0,-999
14/02/2021 19:58:08,1,1700,1630,3,0,-999
14/02/2021 19:58:56,1,1700,1630,3,0,-999
14/02/2021 19:59:12,1,1700,1630,3,0,-999
14/02/2021 19:59:28,1,1700,1630,3,0,-999
14/02/2021 19:59:44,1,1690,1630,3,0,-999
14/02/2021 20:00:00,1,1690,1700,3,0,-999
14/02/2021 20:00:32,1,1690,1700,3,0,-999
14/02/2021 20:00:48,1,1690,1700,3,0,-999
14/02/2021 20:01:04,1,1690,1700,3,0,-999
14/02/2021 20:01:20,1,1680,1700,3,0,-999
14/02/2021 20:01:52,1,1680,1700,3,0,-999
14/02/2021 20:02:08,1,1680,1700,3,0,-999
14/02/2021 20:02:24,1,1680,1700,3,0,-999
14/02/2021 20:02:56,1,1690,1700,3,0,-999
14/02/2021 20:03:28,1,1690,1700,3,0,-999
14/02/2021 20:03:44,1,1690,1700,3,0,-999
14/02/2021 20:04:16,1,1680,1700,3,0,-999
14/02/2021 20:04:32,1,1480,1700,3,1,1260
14/02/2021 20:04:48,1,1480,1700,3,1,1260
14/02/2021 20:05:04,1,1480,1700,3,1,1270
14/02/2021 20:05:36,1,1480,1700,3,1,1320
14/02/2021 20:06:08,1,1450,1700,3,1,1350
14/02/2021 20:06:24,1,1450,1700,3,1,1350
14/02/2021 20:06:56,1,1650,1700,3,0,-999
14/02/2021 20:07:28,1,1570,1700,3,0,-999
14/02/2021 20:07:44,1,1570,1700,3,0,-999
14/02/2021 20:08:00,1,1450,1700,3,1,1270
14/02/2021 20:08:16,1,1430,1700,3,1,1270
14/02/2021 20:08:32,1,1640,1700,3,0,-999
14/02/2021 20:08:48,1,1640,1700,3,0,-999
14/02/2021 20:09:04,1,1640,1700,3,0,-999
14/02/2021 20:09:36,1,1630,1700,3,0,-999
14/02/2021 20:09:52,1,1620,1700,3,0,-999
14/02/2021 20:10:08,1,1620,1700,3,0,-999
14/02/2021 20:10:40,1,1610,1700,3,0,-999
14/02/2021 20:10:56,1,1600,1700,3,0,-999
14/02/2021 20:11:28,1,1630,1700,3,0,-999
14/02/2021 20:11:44,1,1620,1700,3,0,-999
14/02/2021 20:12:16,1,1620,1700,3,0,-999
14/02/2021 20:12:32,1,1620,1700,3,0,-999
14/02/2021 20:12:48,1,1620,1700,3,0,-999
14/02/2021 20:13:04,1,1610,1700,3,0,-999
14/02/2021 20:13:52,1,1610,1700,3,0,-999
14/02/2021 20:14:08,1,1610,1700,3,0,-999
14/02/2021 20:14:24,1,1600,1700,3,0,-999
14/02/2021 20:14:40,1,1600,1700,3,0,-999
14/02/2021 20:15:12,1,1600,1700,3,0,-999
14/02/2021 20:15:28,1,1600,1700,3,0,-999
14/02/2021 20:15:44,1,1600,1700,3,0,-999
14/02/2021 20:16:00,1,1600,1700,3,0,-999
14/02/2021 20:16:16,1,1590,1700,3,0,-999
14/02/2021 20:16:32,1,1590,1700,3,0,-999
14/02/2021 20:17:04,1,1580,1700,3,0,-999
14/02/2021 20:17:20,1,1570,1700,3,0,-999
14/02/2021 20:17:52,1,1560,1700,3,0,-999
14/02/2021 20:18:08,1,1550,1700,3,0,-999
14/02/2021 20:18:24,1,1560,1700,3,0,-999
14/02/2021 20:18:40,1,1560,1700,3,0,-999
14/02/2021 20:18:56,1,1570,1700,3,0,-999
14/02/2021 20:19:12,1,1570,1700,3,0,-999
14/02/2021 20:19:28,1,1580,1700,3,0,-999
