Date,Hour,Carbon monoxide,Humidity,Nephelometer ,Nitric Oxide,Nitrogen Dioxide,Ozone,PM10,PM2.5,Rainfall,Sulphur Dioxide,Temperature,Wind Direction (10m) ,Wind Direction Sigma Theta,Wind Speed (10m)  , Layer_QualityIndex,cloud_dat,Mean_Layer_Height,n_BL,cloud_stat,WRF_BLH,CTM_BLH,CL_BLH
2021-02-18,1,-0.0163435,81.247,0.048,-0.022705000000000003,0.960042,0.667527,16.934,4.746,0.0,0.21092,15.628,118.786,8.125,4.924,2.0,1577.2199034824573,550.0,3,0.6898395721925134,412.59,161.33,544.5454545454545
2021-02-18,2,-0.012749,84.144,0.047,-0.046141,0.840557,0.697721,18.177,6.766,0.0,0.145819,15.102,120.052,7.648,5.172,2.0,1533.6965488596863,760.0,3,0.04568527918781726,328.78,321.7915,690.3045685279188
2021-02-18,3,-0.01169,85.119,0.047,-0.051522,0.602382,0.970021,17.39,5.812,0.0,0.066938,14.951,117.389,8.281,5.492,3.0,1169.0022240461735,730.0,3,0.0,412.15,181.5673,586.5402843601896
2021-02-18,4,-0.015303,85.829,0.049,-0.045938,0.688037,0.846121,19.231,5.42,0.0,0.058408,14.877,115.801,7.9,5.572,2.0,812.9827164804469,590.0,3,0.0,411.81,422.1889,642.7884615384615
2021-02-18,5,-0.017159,86.533,0.045,-0.038627,0.995476,0.607321,20.737,4.717,0.0,0.233431,15.318,119.623,7.425,6.608,2.0,804.4919713403895,699.4811320754717,3,0.09905660377358491,411.95,24.6379,414.3867924528302
2021-02-18,6,-0.013271,86.121,0.04,0.07489,0.707127,0.990521,17.232,6.149,0.0,0.413071,15.951,121.035,8.191,7.535,1.0,1010.4129165235313,320.0,3,1.0292682926829269,411.93,79.7724,429.235158766682
2021-02-18,7,-0.019414,82.921,0.045,0.026762,0.235475,1.599121,14.392,2.983,0.0,0.141403,16.578,118.232,8.802,6.706,2.0,378.21875,320.0,3,1.296875,328.83,353.5905,488.25132000106396
2021-02-18,8,-0.021012,74.545,0.038,0.067985,0.238773,1.639121,15.14,3.388,0.0,0.17984,18.021,120.6,11.022,6.937,2.0,961.6111111111111,420.0,3,1.0353535353535352,413.97,490.5632,442.72727272727275
2021-02-18,9,-0.017572,69.353,0.035,0.586631,0.630867,1.268921,20.838,4.664,0.0,0.747963,19.577,119.424,10.505,7.866,1.0,945.6390977443609,430.0,3,1.2481203007518797,899.36,1205.8123,683.3082706766917
2021-02-18,10,-0.005556,66.712,0.026,0.575564,0.652356,1.315221,23.15,3.495,0.0,0.826442,20.786,116.437,11.103,7.493,1.0,1041.4285714285713,528.443579766537,3,1.0,903.25,680.8424,932.8571428571429
2021-02-18,11,-0.014697,66.895,0.058,0.461031,0.591888,1.380421,16.644,3.801,0.0,0.893581,21.06,120.213,13.049,7.86,1.0,733.4057971014493,807.906727570067,3,1.326086956521739,504.87,779.739,884.6376811594203
2021-02-18,12,-0.017878,66.796,0.214,0.200896,0.327626,1.760921,13.509,4.395,0.0,0.469572,21.681,120.953,13.001,7.859,1.0,797.265625,870.0,3,1.140625,909.29,1287.1465,837.3046875
2021-02-18,13,-0.017587,67.241,0.154,0.047475,0.172008,2.090121,12.078,3.255,0.0,0.204528,22.156,124.455,12.324,7.645,1.0,806.6100323624596,890.0,3,1.087378640776699,1217.74,839.6693,868.6529126213592
2021-02-18,14,-0.005893,72.401,0.117,0.053567,0.181003,1.840321,10.475,2.532,0.0,0.211955,21.318,127.355,10.872,7.743,1.0,748.9719626168225,870.0,3,1.0046728971962617,1618.61,1119.7991,897.5358255451714
2021-02-18,15,-0.009309,75.648,0.099,0.085754,0.254764,1.608621,10.514,2.458,0.0,0.264843,20.534,126.33,10.301,7.97,1.0,618.5024154589372,880.0,3,1.3768115942028984,663.83,476.6292,731.304347826087
2021-02-18,16,-0.012919,73.457,0.088,0.288928,0.455759,1.333021,14.995,0.168,0.0,0.726888,20.684,128.24,10.749,8.251,1.0,717.0302325581396,650.0,3,1.255813953488372,1216.55,338.9842,562.4158686730507
2021-02-18,17,-0.012224,76.218,0.081,0.11987,0.405186,1.442321,12.513,7.728,0.0,0.440267,19.826,125.039,11.85,7.45,1.0,1711.0279069767441,620.0,3,0.6883720930232559,1214.14,540.1694,606.8837209302326
2021-02-18,18,-0.010983,79.566,0.075,0.155814,0.680941,1.114521,18.03,6.073,0.0,0.649011,18.997,129.463,9.892,5.634,2.0,1417.710605680745,600.0,3,0.5384615384615384,660.55,230.9537,733.9903846153846
2021-02-18,19,-0.016665,81.679,0.096,-0.045227,0.380598,1.326721,20.659,8.28,0.0,0.111999,18.444,125.603,9.589,5.388,2.0,1368.7860324397018,750.0,3,0.1324200913242009,658.26,352.6654,598.8584474885845
2021-02-18,20,4e-05,79.958,0.144,-0.045024,0.331824,1.366821,24.232,8.498,0.0,0.110895,18.112,127.978,10.194,5.232,1.0044843049327354,1335.7553340378736,978.9686098654709,3,0.04932735426008968,332.64,424.2114,649.7757847533633
2021-02-18,21,-0.010003,82.968,0.139,-0.043907,0.494939,1.111821,23.445,11.064,0.0,0.102565,17.888,132.326,9.861,5.318,2.0,680.9256828225965,740.0,3,0.19369369369369369,416.51,534.1668,523.4684684684685
2021-02-18,22,-0.016264,85.939,0.101,-0.053553,0.459257,1.043621,23.329,10.35,0.0,0.086207,17.961,125.531,9.518,5.207,2.0,435.7369240348692,650.0,3,0.7909090909090909,0.0,334.9211,482.2813376051261
2021-02-18,23,-0.01764,88.473,0.098,-0.057005,0.466154,0.980121,21.412,7.682,0.0,0.104974,17.933,121.169,8.114,5.393,2.0,350.36640547400947,570.0,3,0.6787330316742082,331.57,400.7803,199.04279705782685
2021-02-19,0,-0.01739,88.733,0.103,-0.052842,0.259762,1.168121,18.598,7.594,0.0,0.065032,17.921,127.104,9.331,4.732,2.0,286.3652225563352,420.6849315068493,3,0.776255707762557,500.83,230.4199,322.4900670106149
2021-02-19,1,-0.024031,87.822,0.116,-0.038893,0.1979,1.216408,16.222,5.874,0.0,0.061046500000000004,17.45,142.234,11.765,3.584,3.0,267.3460189768977,390.0,3,0.5346534653465347,500.68,260.235,175.41886331490295
2021-02-19,2,-0.030672,89.137,0.1,-0.024944,0.136038,1.264695,15.354,5.268,0.0,0.057061,17.142,141.324,9.847,3.227,3.0,312.29556074766356,350.0,3,1.0794392523364487,415.63,211.7601,100.89218505518667
2021-02-19,3,-0.03046,89.708,0.09,-0.025249,0.16793,1.115195,15.023,3.744,0.0,0.122546,17.136,135.832,11.023,2.532,2.0,273.2420091324201,360.0,3,1.0502283105022832,415.95,305.1647,251.18793776730914
2021-02-19,4,-0.030215,90.392,0.102,-0.024031,0.140921,1.088895,13.07,3.591,0.0,0.088554,17.327,121.981,14.345,1.977,2.0,232.78026905829597,329.939283304893,3,1.0,247.65,230.8983,297.91946512996367
2021-02-19,5,-0.03383,91.658,0.102,-0.022306,0.170322,1.083695,12.816,1.575,0.0,0.10255,17.554,129.513,10.023,2.405,2.0,197.91666666666666,300.0,3,1.0,247.39,156.5146,264.80280280280283
2021-02-19,6,-0.035252,91.979,0.105,-0.011042,0.139426,1.114095,9.865,2.849,0.0,0.076057,17.778,130.756,9.991,2.853,2.0,154.79638009049773,270.13574660633486,3,1.0,247.39,271.2063,271.3366760425584
2021-02-19,7,-0.032138,92.351,0.099,0.03919,0.266695,1.040695,10.615,2.504,0.0,0.160537,18.322,109.467,27.944,3.619,1.7499850182777013,166.80180180180182,277.500449451669,3,1.0,416.71,402.5884,283.4463111760409
2021-02-19,8,-0.027304,92.986,0.131,0.079679,0.325995,0.962895,12.016,1.007,1.6,0.100951,18.662,117.478,10.16,4.088,1.2543568339838063,125.7918552036199,292.36929498048573,3,1.0,503.35,530.2465,295.1764858750153
2021-02-19,9,-0.031719,90.363,0.121,0.211296,0.377421,0.901495,7.739,-0.468,0.8,0.152539,19.598,128.464,10.648,3.981,1.0,162.52252252252254,300.0,3,1.1576576576576576,661.07,596.1211,282.303490990991
